title,authors,categories,thumbnail,average_rating
The Ice Storm,Rick Moody,Fiction,http://books.google.com/books/content?id=8I-oYgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.67
Garden State,Rick Moody,Teenagers,http://books.google.com/books/content?id=ve3aPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.07
The Lightning Thief,Rick Riordan,JUVENILE FICTION,http://books.google.com/books/content?id=9DU2AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.24
"The Percy Jackson and the Olympians, Book Two: Sea of Monsters",Rick Riordan,Juvenile Fiction,http://books.google.com/books/content?id=GqJZvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.24
The Sea of Monsters,Rick Riordan,Juvenile Fiction,http://books.google.com/books/content?id=Y39JAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.24
Purpose Driven Life MM Camouflage Edition,"Rick Warren, D.Min.;Zondervan Publishing",Christian life,http://books.google.com/books/content?id=2_zhAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92
Read my lips,Riki Anne Wilchins,Biography & Autobiography,http://books.google.com/books/content?id=rBDaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95
Kiss Kiss,Roald Dahl,Fiction,http://books.google.com/books/content?id=l2lJH0BD77AC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.11
Switch Bitch,Roald Dahl,Fiction,http://books.google.com/books/content?id=E_6t-jTKuOUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
My Uncle Oswald,Roald Dahl,Fiction,http://books.google.com/books/content?id=O09k1z0RXMAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
Roald Dahl's Book of Ghost Stories,Roald Dahl,"Ghost stories, American",http://books.google.com/books/content?id=zGt6RQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69
Charlie and the Great Glass Elevator,Roald Dahl,Adventure stories,http://books.google.com/books/content?id=BmE7b_S91roC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.66
Ten Short Stories,Roald Dahl,Short stories,http://books.google.com/books/content?id=kOaGGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82
Skin and Other Stories,Roald Dahl,Juvenile Fiction,http://books.google.com/books/content?id=uuHSEZ2BgsgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06
Boy,Roald Dahl,"Authors, English",http://books.google.com/books/content?id=GmE-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1
Charlie and the Chocolate Factory,Roald Dahl,Juvenile Fiction,http://books.google.com/books/content?id=X73lHHMeLUIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86
Roald Dahl's James and the giant peach,Roald Dahl,Drama,http://books.google.com/books/content?id=bqoj_PS2knAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.04
The witches,Roald Dahl,Juvenile Nonfiction,http://books.google.com/books/content?id=tpQxolGFYSkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
The BFG,Roald Dahl,Dreams,http://books.google.com/books/content?id=Az9hbS7zbuUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22
The Roald Dahl Treasury,Roald Dahl,Juvenile Fiction,http://books.google.com/books/content?id=NJfZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.43
The Best of Roald Dahl,Roald Dahl,Fiction,http://books.google.com/books/content?id=zbMjpIDHwykC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.38
The Roald Dahl Omnibus,Roald Dahl,England,http://books.google.com/books/content?id=Q3pCFbvW0fUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.35
The BFG,Roald Dahl;David Wood;Jane Walmsley,Juvenile Nonfiction,http://books.google.com/books/content?id=aDf-OwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.26
The Giraffe and the Pelly and Me,Roald Dahl;Quentin Blake,Candy,http://books.google.com/books/content?id=J7FdIAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81
James and the Giant Peach,Roald Dahl;Quentin Blake,Adventure stories,http://books.google.com/books/content?id=4RFjQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
The Enormous Crocodile,Roald Dahl;Quentin Blake,Juvenile Fiction,http://books.google.com/books/content?id=Cky_NAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77
Velvet Elvis,Rob Bell,Religion,http://books.google.com/books/content?id=TLZO9DjrmJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78
The Blood Wood,Rob Cruz;Roger Gaudreau;Jennifer Hartshorn;Ian Lemke;Diane Piron-Gelman;Louis J. Prosperi;Sharon Turner Mulvihill,Games & Activities,http://books.google.com/books/content?id=rJFrwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69
Pirates of the Caribbean: The Coming Storm - Jack Sparrow Book #1,Rob Kidd,Juvenile Fiction,http://books.google.com/books/content?id=UkvjAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83
Pirates of the Caribbean: The Siren Song - Jack Sparrow Book #2,Rob Kidd,Juvenile Fiction,http://books.google.com/books/content?id=_7OzAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86
Pirates of the Caribbean: Jack Sparrow #3 - the Pirate Chase,Rob Kidd,Juvenile Fiction,http://books.google.com/books/content?id=vOQguQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89
Pirates of the Caribbean: The Sword of Cortes - Jack Sparrow #4,Rob Kidd,Juvenile Fiction,http://books.google.com/books/content?id=AiezGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.97
Pirates of the Caribbean: Age of Bronze - Jack Sparrow #5,Rob Kidd,Juvenile Fiction,http://books.google.com/books/content?id=iHKINwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05
Neptune Noir,Rob Thomas;Leah Wilson,Performing Arts,http://books.google.com/books/content?id=VHu3waVCobIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.64
The Truth of the Matter,Robb Forman Dew,Fiction,http://books.google.com/books/content?id=qeb3GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.06
The Hitchhiker's Guide to the Galaxy,Robbie Stamp;Paul Simpson,Performing Arts,http://books.google.com/books/content?id=gPlab4GsdLAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
"A Preface to Democratic Theory, Expanded Edition",Robert A. Dahl,Political Science,http://books.google.com/books/content?id=95Zpl8C0-wYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.62
How Democratic is the American Constitution?,Robert A. Dahl,History,http://books.google.com/books/content?id=k0jCO_FMbFYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.64
The Complete Films of Alfred Hitchcock,Robert A. Harris;Michael S. Lasky,Performing Arts,http://books.google.com/books/content?id=iWYk2j78ELwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16
The Fantasies of Robert A. Heinlein,Robert A. Heinlein,Fiction,http://books.google.com/books/content?id=FtQzvJEjXmEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
Stranger in a Strange Land,Robert A. Heinlein,Science fiction,http://books.google.com/books/content?id=ZQhiPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92
To Sail Beyond the Sunset,Robert A. Heinlein,Fiction,http://books.google.com/books/content?id=u_-sxgKp5kcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
The Man Who Sold The Moon,Robert A. Heinlein,Fiction,http://books.google.com/books/content?id=3dIOAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
The Notebooks of Lazarus Long,Robert A. Heinlein,Fiction,http://books.google.com/books/content?id=6DcGAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07
"Have Space Suit, Will Travel",Robert A. Heinlein,Fiction,http://books.google.com/books/content?id=BG3SjVi5AvAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.89
Tunnel in the Sky,Robert A. Heinlein,Fiction,http://books.google.com/books/content?id=NPSP1e8xCNQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.93
Citizen of the Galaxy,Robert A. Heinlein,Fiction,http://books.google.com/books/content?id=wksN1qnkooAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.98
Owning Your Own Shadow,Robert A. Johnson,Self-Help,http://books.google.com/books/content?id=mLc9X3QCkR8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07
New York 2000,Robert A. M. Stern;David Fishman;Jacob Tilove,Architecture,http://books.google.com/books/content?id=F2xyQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.47
Masculinity and Male Codes of Honor in Modern France,Robert A. Nye,History,http://books.google.com/books/content?id=BbgwDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.36
The Crescent Obscured,Robert Allison,History,http://books.google.com/books/content?id=FKiKeqOhSpwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.6
"Job, a Comedy of Justice",Robert Anson Heinlein,Fiction,http://books.google.com/books/content?id=qdfZBJ8PWWMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78
Friday,Robert Anson Heinlein,Fiction,http://books.google.com/books/content?id=_6flyQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83
Tramp Royale,Robert Anson Heinlein,Biography & Autobiography,http://books.google.com/books/content?id=Jiy_kgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7
Rocket Ship Galileo,Robert Anson Heinlein,Fiction,http://books.google.com/books/content?id=1421ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.71
Masks of the Illuminati,Robert Anton Wilson,Fiction,http://books.google.com/books/content?id=ELDSsQoMku0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
South Park and Philosophy,Robert Arp,Philosophy,http://books.google.com/books/content?id=BJq0Z8gtO2kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.41
Thin Air,Robert B. Parker;Copyright Paperback Collection (Library of Congress),Fiction,http://books.google.com/books/content?id=E1J4PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.9
The Orion Mystery,Robert Bauval,History,http://books.google.com/books/content?id=XLSerhdFKVsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.93
The elements of typographic style,Robert Bringhurst,Design,http://books.google.com/books/content?id=uKkQAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.24
Z for Zachariah,Robert C. O'Brien,Juvenile Fiction,http://books.google.com/books/content?id=w5Gse7Me1c0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.65
The Skeptic's Dictionary,Robert Carroll,Science,http://books.google.com/books/content?id=h7m6NAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
A Mulligan for Bobby Jobe,Robert Cullen,Fiction,http://books.google.com/books/content?id=6XAkcx5J6w4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.31
The Killer Department,Robert Cullen,"Insane, Criminal and dangerous",http://books.google.com/books/content?id=UuoNAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
Mediterranean Winter,Robert D. Kaplan,Travel,http://books.google.com/books/content?id=MoQwPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91
Bowling Alone,Robert D. Putnam,History,http://books.google.com/books/content?id=rd2ibodep7UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.79
Making Democracy Work,Robert D. Putnam;Robert Leonardi;Raffaella Nanetti,Political Science,http://books.google.com/books/content?id=6hpoGGrHH-oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.83
An Unfinished Life,Robert Dallek,Biography & Autobiography,http://books.google.com/books/content?id=EhUpxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07
Zora Neale Hurston,Robert E. Hemenway,Biography & Autobiography,http://books.google.com/books/content?id=Gzta3iHgiQ8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.11
The Kid Stays in the Picture,Robert Evans,Motion picture actors and actresses,http://books.google.com/books/content?id=yCZFPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.91
"Africa South of the Sahara, Second Edition",Robert F. Stock;Robert Stock,History,http://books.google.com/books/content?id=TY4KTgbYnl0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.43
The complete guide to Middle-earth,Robert Foster,Literary Criticism,http://books.google.com/books/content?id=-B0J1LGgTaoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
"The Road Not Taken, and Other Poems",Robert Frost,Poetry,http://books.google.com/books/content?id=CGLcDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.27
You Come Too,Robert Frost,Juvenile Nonfiction,http://books.google.com/books/content?id=gZWM6m8n9K0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.16
The Poetry of Robert Frost,Robert Frost,Poetry,http://books.google.com/books/content?id=UQX4zAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.31
All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,Self-Help,http://books.google.com/books/content?id=oT6I5gXl3zsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
The Warren Buffett Way,Robert G. Hagstrom,Biography & Autobiography,http://books.google.com/books/content?id=54idNZfWyl0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.12
"I, Claudius and Claudius the God",Robert Graves,Autobiographical fiction,http://books.google.com/books/content?id=0NW1swEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.43
"I, Claudius",Robert Graves,Fiction,http://books.google.com/books/content?id=cRzDTtqqPtMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.27
The Art of Seduction,Robert Greene,Seduction,http://books.google.com/books/content?id=ZePgwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.06
The Sixteen Pleasures,Robert Hellenga,Fiction,http://books.google.com/books/content?id=dOl-qIXyWK8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.58
The Fall of a Sparrow,Robert Hellenga,Fiction,http://books.google.com/books/content?id=MxU1a_lzr0oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.69
The Last Days of Henry VIII,Robert Hutchinson,Biography & Autobiography,http://books.google.com/books/content?id=acCmQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.14
For Lust of Knowing,Robert Irwin,Art,http://books.google.com/books/content?id=fji7CWiJyoUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7
The Arabian Nightmare,Robert Irwin,Fiction,http://books.google.com/books/content?id=N45RPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85
CliffsNotes on Euripides' Medea & Electra,Robert J. Milch,Drama,http://books.google.com/books/content?id=QBxgdwVS20UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2
Starplex,Robert J. Sawyer,Fiction,http://books.google.com/books/content?id=CKkIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83
The Dragon Reborn,Robert Jordan,Fiction,http://books.google.com/books/content?id=TayX0FYrK1kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.25
New Threads in the Pattern,Robert Jordan,Juvenile Fiction,http://books.google.com/books/content?id=tSuNpN0SXFoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.27
The Shadow Rising,Robert Jordan,Fiction,http://books.google.com/books/content?id=7-JfDlNcvhEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.23
Lord of Chaos,Robert Jordan,Fiction,http://books.google.com/books/content?id=UcfrSLHYDgIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12
A Crown of Swords,Robert Jordan,Fiction,http://books.google.com/books/content?id=d0lWqpVm9YkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.03
Winter's Heart,Robert Jordan,Fiction,http://books.google.com/books/content?id=4W5RQY_MiMEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.94
Knife of Dreams,Robert Jordan,Fiction,http://books.google.com/books/content?id=SZ5xDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.14
Crossroads of Twilight,Robert Jordan,Fantasy fiction,http://books.google.com/books/content?id=DSp5PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83
The Fires of Heaven,Robert Jordan,Juvenile Nonfiction,http://books.google.com/books/content?id=4HyfQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15
The Conan Chronicles 1,Robert Jordan,Conan (Fictitious character),http://books.google.com/books/content?id=QHERQQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78
To the Blight,Robert Jordan,Children's stories,http://books.google.com/books/content?id=bURfPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.23
The Sgt. Rock Archives,Robert Kanigher;Bob Haney,Comics & Graphic Novels,http://books.google.com/books/content?id=MnWYKwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.56
Safety Behind Bars,Robert Kirkman;Charlie Adlard;Cliff Rathburn,Comics & Graphic Novels,http://books.google.com/books/content?id=u2R_PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.31
The Best Defense,Robert Kirkman;Charlie Adlard;Cliff Rathburn,Comics & Graphic Novels,http://books.google.com/books/content?id=r30qAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.29
The Actor in You,Robert L. Benedetti,Performing Arts,http://books.google.com/books/content?id=lZZQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7
Ride of the Second Horseman,Robert L. O'Connell,History,http://books.google.com/books/content?id=1Xs7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.23
Soul of the Sword,Robert L. O'Connell,Technology & Engineering,http://books.google.com/books/content?id=eoEagVTujdcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.08
What Einstein Told His Cook,Robert L. Wolke;Marlene Parrish,Cooking,http://books.google.com/books/content?id=6Hbbf5WD1h4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.85
A Child's Garden of Verses,Robert Louis Stevenson,Juvenile Fiction,http://books.google.com/books/content?id=luTZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.3
Treasure Island,Robert Louis Stevenson,Juvenile Fiction,http://books.google.com/books/content?id=UUl7Zyj841QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.83
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson,Fiction,http://books.google.com/books/content?id=ksnsDr1Rpl4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01
Off to Sea,Robert Louis Stevenson;Catherine Nichols,Juvenile Fiction,http://books.google.com/books/content?id=vSY8fGIsJTsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.17
Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson;Vladimir Vladimirovich Nabokov,Fiction,http://books.google.com/books/content?id=7VtGPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.8
The Sigma Protocol,Robert Ludlum,Fiction,http://books.google.com/books/content?id=zB21mSnmop8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.79
The Janson Directive,Robert Ludlum,Fiction,http://books.google.com/books/content?id=3ZjXmeLJHLgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.86
The Tristan Betrayal,Robert Ludlum,Fiction,http://books.google.com/books/content?id=a3ZYlahp0BUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.83
The Ambler Warning,Robert Ludlum,Fiction,http://books.google.com/books/content?id=-dA1x-y9eu0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.72
The Road to Gandolfo,Robert Ludlum,Fiction,http://books.google.com/books/content?id=gr8yxxk39K4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.64
The Scorpio Illusion,Robert Ludlum,Women terrorists,http://books.google.com/books/content?id=nzGOPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84
Trevayne,Robert Ludlum,Organized Crime,http://books.google.com/books/content?id=qfVhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62
The Scarlatti Inheritance,Robert Ludlum,Defectors,http://books.google.com/books/content?id=k013PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.84
Robert Ludlum's (TM) The Arctic Event,Robert Ludlum;James H. Cobb,Fiction,http://books.google.com/books/content?id=W05LxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.01
Robert Ludlum's The Moscow Vector,Robert Ludlum;Patrick Larkin,Fiction,http://books.google.com/books/content?id=YIvFngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.98
Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,Psychology,http://books.google.com/books/content?id=KMRReyLPyXMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77
Lila,Robert M. Pirsig,Education,http://books.google.com/books/content?id=uDWP4lZMyOMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.78
Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,Essentialism (Philosophy),http://books.google.com/books/content?id=jOGwxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.77
A Primate's Memoir,Robert M. Sapolsky,Nature,http://books.google.com/books/content?id=90IilQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.35
Chickenhawk - Back in the World,Robert Mason,Biography & Autobiography,http://books.google.com/books/content?id=R7cGAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.05
Wolf's Hour,Robert McCammon,Fiction,http://books.google.com/books/content?id=p6rfbhztTewC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.05
STINGER,Robert McCammon,Fiction,http://books.google.com/books/content?id=X0Y9PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.87
Swan Song,Robert McCammon,Fiction,http://books.google.com/books/content?id=gBgqNFGFpFoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.28
Boy's Life,Robert McCammon,Fiction,http://books.google.com/books/content?id=k2dbVCIeyZcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.35
Time of Wonder,Robert McCloskey,Juvenile Fiction,http://books.google.com/books/content?id=T-kADgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.08
Lentil,Robert McCloskey,Juvenile Fiction,http://books.google.com/books/content?id=ZVqH94OVeWAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.12
Colossians and Philemon,Robert McL Wilson,Religion,http://books.google.com/books/content?id=61CEyAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,5
From Far Away,Robert N. Munsch;Saoussan Askar;Michael Martchenko,Juvenile Fiction,http://books.google.com/books/content?id=PCdTKwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.02
Beowulf,Robert Nye,Fiction,http://books.google.com/books/content?id=7FUkAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.49
The Warren Buffett CEO,Robert P. Miles,Business & Economics,http://books.google.com/books/content?id=uKOPrA4Ib9kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.05
Ten Great Works of Philosophy,Robert Paul Wolff,Fiction,http://books.google.com/books/content?id=uMxnFS4jS88C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82
All the King's Men,Robert Penn Warren,Fiction,http://books.google.com/books/content?id=UXbYLVYR790C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.09
The Cave,Robert Penn Warren,Fiction,http://books.google.com/books/content?id=D1Z5Ks95UlIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.73
Robert Penn Warren's All the King's Men,Robert Penn Warren,Performing Arts,http://books.google.com/books/content?id=au5XzVpSb_cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4
The Collected Poems of Robert Penn Warren,Robert Penn Warren;John Burt,Poetry,http://books.google.com/books/content?id=tBMN6gmiA6EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.37
Blue World,Robert R. McCammon,Fiction,http://books.google.com/books/content?id=wbjwXe3xqT0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.93
Mystery Walk,Robert R. McCammon,Fiction,http://books.google.com/books/content?id=8f7Q_V41QOYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.87
Dispatches from the Tenth Circle,Robert Siegel,Humor,http://books.google.com/books/content?id=7vTrdF38Q_sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2
Legends,Robert Silverberg,Fiction,http://books.google.com/books/content?id=pr6RnMSODZIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92
Introduction to Phenomenology,Robert Sokolowski,Philosophy,http://books.google.com/books/content?id=v8lFXWE3g1YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.96
Shadows and Wind,Robert Templer,History,http://books.google.com/books/content?id=CFiaQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.48
Serial Murder,Robert W. Dolan,Juvenile Nonfiction,http://books.google.com/books/content?id=TIg2PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.89
The Mapmaker's Wife,Robert Whitaker,Amazon River Region,http://books.google.com/books/content?id=zTU_SuhfxpkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.59
The Illuminati Papers,Robert Wilson,"Body, Mind & Spirit",http://books.google.com/books/content?id=T-ciBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.83
Eat!,Roberta Grobel Intrater,Juvenile Nonfiction,http://books.google.com/books/content?id=BnQ2nwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.95
God's Generals,Roberts Liardon,Biography & Autobiography,http://books.google.com/books/content?id=jzUDAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.45
World of Wonders,Robertson Davies;Wayne Johnston,Fiction,http://books.google.com/books/content?id=QHOFPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.1
Wookiee Cookies,Robin Davis,Cooking,http://books.google.com/books/content?id=xmKf7BnQiqMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92
Assassin's Apprentice,Robin Hobb,American fiction,http://books.google.com/books/content?id=qTaGQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.15
The Mad Ship,Robin Hobb,Fantasy fiction,http://books.google.com/books/content?id=2iWezkfdBE8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.24
Ship of Destiny,Robin Hobb,Fiction,http://books.google.com/books/content?id=gFQ4r-B9pd0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.22
The Classical World,Robin Lane Fox,History,http://books.google.com/books/content?id=Srhcjy8JTaEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92
The Secret Diary of Anne Boleyn,Robin Maxwell,Fiction,http://books.google.com/books/content?id=DmY-lfd_sncC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,3.8
